model,avg_detections,avg_time_sec,avg_probability
fasterrcnn,17.166666666666668,0.906420886516571,0.8369267001303377
maskrcnn,18.333333333333332,2.0236602822939553,0.8248998446772355
yolov8,7.666666666666667,0.07267979780832927,0.705141283295621
